"","Region_1","AccidentYear","MinorCoverageType","WrittenVehicles","NumberofEarnedVehicles","WrittenPremium","EarnedPremium","ClaimCount","ClaimCountORIGINAL","ClaimCountOMPP","ClaimCountGENERATED","LossAmount","ExpenseAmount","LossandExpenseAmount","Loss_Ratio","ClaimFrequency","AverageLossPerClaim","ExpenseRatio","CombinedRatio","AverageWrittenPremiumPerVehicle","AverageEarnedPremiumPerVehicle","LossRatio_Level","ClaimFrequency_Level","CombinedRatio_Level","Exposure_Level"
"144","Bruce",2023,"CL",7511.6667,7505.4351,2495348,2312195.5751,152.5111,152.5111,130.9088,0,1305819.5452,11068.6124,1316888.1576,0.56475306814975,0.0203200877721266,8562.12790544426,0.00478705716730787,0.569540125317058,332.196315366335,308.069491547532,"0.50 >= Moderate Risk < 0.75","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"145","Bruce",2023,"CM",8065.0001,8103.2899,1663538,1409501.5683,228.8099,228.8099,199.6613,0,949588.6149,14519.4403,964108.0552,0.673705255997196,0.0282366671837817,4150.12031778345,0.0103011168107545,0.68400637280795,206.26633346229,173.941890971962,"0.50 >= Moderate Risk < 0.75","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"146","Bruce",2023,"DC",9053.4168,9012.3953,2231092,2085346.5247,129.8826,227.9938,194.541,0,1328246.1605,19852.3451,1348098.5056,0.636942659058107,0.0144115516104803,10226.5134860251,0.00951992624000751,0.646462585298114,246.43646142526,231.38649108079,"0.50 >= Moderate Risk < 0.75","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"147","Bruce",2023,"PD",9049.8332,9006.8065,131605,130300.4397,4.7063,4.7063,3.5229,0,119325.7357,39.5462,119365.2819,0.91577385291049,0.000522527046628569,25354.4686271593,0.000303500127022211,0.916077353037512,14.5422569777308,14.4668856492032,"High Risk >= 0.75","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"148","Bruce",2023,"SP",3.1667,2.9757,279,302.8752,0,0,0,0,0,0,0,0,0,NA,0,0,88.1043357438343,101.782841012199,"Low Risk < 0.50","Low Risk < 0.05","Profitable < 1.00","Low Exposure < 0.01"
"149","Bruce",2023,"UA",9051.5833,9010.2272,110770,110507.739,1.1294,1.1294,1.1294,0,104564.25,0,104564.25,0.946216536020161,0.000125346450753206,92583.8941030636,0,0.946216536020161,12.2376380273714,12.2647006059958,"High Risk >= 0.75","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"150","Bruce",2023,"UM",8867.4164,8842.7599,182072,180470.3566,1.4046,1.4046,0,0,878802.5909,1893.45,880696.0409,4.8695121318334,0.00015884181136706,625660.395059092,0.0104917507543729,4.88000388258777,20.5326999192234,20.4088269545801,"High Risk >= 0.75","Low Risk < 0.05","Unprofitable >= 1.10","High Exposure >= 0.05"
"151","Chatham-Kent",2019,"AB",77089,76289.1402,26354918,25298137.6314,504.5732,818.6807,575.3669,0,23152227.9978,2215141.7405,25367369.7405,0.915175193333738,0.00661395840452794,45884.7754851031,0.0875614550278424,1.00273664836158,341.876506375748,331.608634794917,"High Risk >= 0.75","Low Risk < 0.05"," 1.00 >= Break-even < 1.10","High Exposure >= 0.05"
"152","Chatham-Kent",2019,"AP",11664.5835,11106.5891,4570026,4153472.4956,685,685,685,0,3843180.4075,109839.3905,3953019.798,0.925293332644261,0.0616751005941149,5610.48234671533,0.0264451951027385,0.951738527747,391.786470558507,373.964721140174,"High Risk >= 0.75"," 0.05 >= Moderate Risk < 0.10","Profitable < 1.00","0.01 >= Medium Exposure < 0.05"
"153","Chatham-Kent",2019,"BI",77101.9997,76303.4225,30463154,30472734.1443,96.1846,96.1846,68.1818,0,19670688.2758,2216625.1032,21887313.3803,0.645517667783002,0.00126055420384322,204509.747670625,0.0727412608498941,0.718258928632897,395.10199629751,399.36261239527,"0.50 >= Moderate Risk < 0.75","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"154","Chatham-Kent",2019,"CL",55793.3333,55545.0564,13946736,13017152.3294,1349,1349,1349,0,10362293.967,243591.8345,10605885.8015,0.79604922065759,0.0242865897963153,7681.46328169014,0.0187131431157822,0.814762363773372,249.971370683458,234.35303108991,"High Risk >= 0.75","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"155","Chatham-Kent",2019,"CM",60443.4166,60234.1357,6386537,6157364.3394,1916,1916,1916,0,4580721.642,116162.431,4696884.073,0.743941951378236,0.0318092054901022,2390.77329958246,0.0188656094713602,0.762807560849596,105.66141623437,102.223834837892,"0.50 >= Moderate Risk < 0.75","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"156","Chatham-Kent",2019,"DC",77103.8334,76297.0495,15969499,14602501.7758,1591,2896,2896,0,10497305.695,193665.444,10690971.1375,0.718870359077556,0.020852706761616,6597.9294123193,0.0132624838519761,0.732132842929533,207.116796867327,191.390124146282,"0.50 >= Moderate Risk < 0.75","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"157","Chatham-Kent",2019,"PD",77137.75,76325.7303,1143679,1122994.5588,97,97,96,0,809859.554,32792.382,842651.936,0.721160710578503,0.00127086894050983,8349.06756701031,0.029200837834015,0.750361548412518,14.8264500844269,14.7131845890769,"0.50 >= Moderate Risk < 0.75","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"158","Chatham-Kent",2019,"SP",14.6667,17.7185,1060,1230.4873,1,1,1,0,2995.65,0,2995.65,2.43452329820877,0.0564381860766995,2995.65,0,2.43452329820877,72.2725630169022,69.4464712024156,"High Risk >= 0.75"," 0.05 >= Moderate Risk < 0.10","Unprofitable >= 1.10","Low Exposure < 0.01"
"159","Chatham-Kent",2019,"UA",77083.2501,76275.5955,1292265,1260992.5604,8.9271,14.8767,10.9097,0,869858.5535,123635.3164,993493.8699,0.689820527746866,0.000117037434339008,97440.2161396198,0.0980460315806951,0.787866559327561,16.7645370209941,16.5320578899971,"0.50 >= Moderate Risk < 0.75","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"160","Chatham-Kent",2019,"UM",75485.9168,74788.74,1351542,1322069.6335,4.7604,4.7604,1.3248,0,1972875.1264,162304.4908,2135179.6172,1.49226264366808,6.36512929620154e-05,414434.737921183,0.122765463094649,1.61502810676273,17.9045583241827,17.6773887820546,"High Risk >= 0.75","Low Risk < 0.05","Unprofitable >= 1.10","High Exposure >= 0.05"
"161","Chatham-Kent",2020,"AB",78101.5,77366.215,27064595,26654069.7392,356.7466,586.2916,406.4294,0,8638664.8961,1246483.2374,9885148.1332,0.32410303494461,0.00461114195647286,24215.1288788737,0.0467652125771549,0.370868247521765,346.531052540604,344.518207840464,"Low Risk < 0.50","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"162","Chatham-Kent",2020,"AP",12117.7497,11813.4977,5247599,4900116.8048,487,487,487,0,2723251.0524,75643.4984,2798894.5508,0.555752273034061,0.0412240313891118,5591.89127802875,0.0154370806683428,0.571189353702404,433.050618300855,414.789669345769,"0.50 >= Moderate Risk < 0.75","Low Risk < 0.05","Profitable < 1.00","0.01 >= Medium Exposure < 0.05"
"163","Chatham-Kent",2020,"BI",78081.1669,77337.3793,28941547,29447129.7834,56.018,56.018,33.4348,0,11000931.4272,1035326.3381,12036257.7651,0.373582468244544,0.000724332793624932,196382.081245314,0.035158820085876,0.40874128833042,370.659765331965,380.761929741263,"Low Risk < 0.50","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"164","Chatham-Kent",2020,"CL",56195.6667,55853.5841,15433594,14685622.7741,973,973,973,0,7989193.7147,164865.9105,8154059.6254,0.544014635102161,0.0174205472339599,8210.88768211716,0.011226347907476,0.555240983009637,274.640286454685,262.930714487488,"0.50 >= Moderate Risk < 0.75","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"165","Chatham-Kent",2020,"CM",60916.5001,60593.6599,7114943,6713760.3953,1459,1459,1459,0,4314171.43,81290.2632,4395461.6928,0.642586445745093,0.0240784267266219,2956.93723783413,0.0121080077949919,0.654694453540085,116.798289270069,110.799717435454,"0.50 >= Moderate Risk < 0.75","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"166","Chatham-Kent",2020,"DC",78089.3331,77363.1106,17992014,16942919.4572,1118,2025,2025,0,7685110.0626,119603.1811,7804713.2441,0.453588301709961,0.0144513320538588,6873.98037799642,0.00705918371400709,0.460647485423968,230.402966522453,219.005147618767,"Low Risk < 0.50","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"167","Chatham-Kent",2020,"PD",78037.7503,77326.8926,1205236,1166995.6876,78,78,78,0,1089735.9312,18587.261,1108323.1922,0.933796022366724,0.00100870469997394,13970.9734769231,0.0159274461743949,0.949723468541119,15.4442689002018,15.0917183965569,"High Risk >= 0.75","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"168","Chatham-Kent",2020,"SP",43,24.8592,3537,1875.8818,1,1,1,0,17643.8704,0,17643.8704,9.40564080316788,0.0402265559631847,17643.8704,0,9.40564080316788,82.2558139534884,75.4602642080196,"High Risk >= 0.75","Low Risk < 0.05","Unprofitable >= 1.10","Low Exposure < 0.01"
"169","Chatham-Kent",2020,"UA",77903.7499,77210.6125,1304482,1291708.6604,8.8957,9.885,8.8957,0,266173.5894,65300.2828,331473.8722,0.206063176287426,0.000115213436494886,29921.6013804422,0.0505534140955428,0.256616590382969,16.7447908691748,16.7296776774048,"Low Risk < 0.50","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"170","Chatham-Kent",2020,"UM",76214.5832,75585.7359,1391474,1368053.6543,0.5987,0.5987,0.5987,0,204121.45,43642.8467,247764.2967,0.14920573426226,7.92080665579655e-06,340941.122431936,0.0319014145116487,0.181107148773909,18.2573195519358,18.0993627701123,"Low Risk < 0.50","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"171","Chatham-Kent",2021,"AB",79424.6665,78760.673,26623185,26896502.5577,380.4094,587.9258,411.0484,0,10184973.8781,1390626.8167,11575600.6942,0.378672797931649,0.00482994095289155,26773.7176791636,0.0517028864149435,0.430375684346592,335.200463196153,341.496606532298,"Low Risk < 0.50","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"172","Chatham-Kent",2021,"AP",13177.2497,12704.341,5823724,5564673.4775,564.0318,564.0318,562.0316,0,3210938.5256,85725.3084,3296663.834,0.577021911273499,0.0443967774479605,5692.83243533432,0.0154052719798598,0.592427183253359,441.952921329251,438.01354808565,"0.50 >= Moderate Risk < 0.75","Low Risk < 0.05","Profitable < 1.00","0.01 >= Medium Exposure < 0.05"
"173","Chatham-Kent",2021,"BI",79426.8333,78760.3685,28800506,28877422.9708,62.3845,62.3845,21.1107,0,10787413.3398,886544.5858,11673957.9256,0.373558726161539,0.000792079838986533,172918.166207952,0.0307002666649461,0.404258992826485,362.604233398287,366.649160241042,"Low Risk < 0.50","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"174","Chatham-Kent",2021,"CL",56753.2503,56443.8811,15702584,15633657.2939,970,970,968,0,8269138.3952,127595.8251,8396734.2206,0.528931793741346,0.017185210887279,8524.88494350515,0.00816161072878231,0.537093404470128,276.681668750168,276.977007768164,"0.50 >= Moderate Risk < 0.75","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"175","Chatham-Kent",2021,"CM",60930.1664,60847.8999,7230621,7205816.5396,1632.6144,1632.6144,1631.6139,0,4991597.9362,90037.1816,5081635.1178,0.692717877116129,0.0268310722750186,3057.4261357734,0.0124950699348499,0.705212947050978,118.670626180991,118.423422196039,"0.50 >= Moderate Risk < 0.75","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"176","Chatham-Kent",2021,"DC",79421.3333,78760.1221,18761516,18412584.7975,1124,2030,2030,0,8760039.7783,120895.3591,8880935.1385,0.475763716753631,0.0142711815323608,7793.62969599644,0.00656590915559095,0.482329625909222,236.227663531305,233.78055171273,"Low Risk < 0.50","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"177","Chatham-Kent",2021,"PD",79413.4166,78738.8042,1212240,1211786.9508,72.2484,72.2484,71.2468,0,849153.7502,19064.6955,868218.4457,0.700745085296887,0.00091757044997135,11753.2533620122,0.0157327123281975,0.716477797625084,15.2649269090886,15.3899587771489,"0.50 >= Moderate Risk < 0.75","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"178","Chatham-Kent",2021,"SP",101.7501,74.5555,9555,6689.9902,1,1,1,0,10597.4192,0,10597.4192,1.58407096022353,0.01341282668616,10597.4192,0,1.58407096022353,93.9065416151925,89.7316790847087,"High Risk >= 0.75","Low Risk < 0.05","Unprofitable >= 1.10","Low Exposure < 0.01"
"179","Chatham-Kent",2021,"UA",79375.0832,78687.5495,1290504,1299632.2064,12.8081,17.7318,13.7923,0,350578.6887,24488.6667,375067.3554,0.269752232188142,0.000162771621195295,27371.6389394211,0.0188427668838971,0.288594999072039,16.2583010684643,16.5163639566638,"Low Risk < 0.50","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"180","Chatham-Kent",2021,"UM",77500.9169,76876.729,1426500,1403768.4453,1.4633,1.4633,0,0,22341.964,6949.9124,29291.8764,0.0159157046696724,1.9034368644899e-05,15268.2047427048,0.00495089658359911,0.0208666012532715,18.4062338493443,18.2599918539718,"Low Risk < 0.50","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"181","Chatham-Kent",2022,"AB",80220.4166,79752.6901,26819712,26684005.3313,456.6791,698.203,467.5064,0,14400715.6719,2291467.4492,16692183.1202,0.539675940440926,0.00572619054513874,31533.5553387488,0.0858741939506412,0.625550134391567,334.325264523745,334.584392047987,"0.50 >= Moderate Risk < 0.75","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"182","Chatham-Kent",2022,"AP",13682.8334,13369.2053,6368852,6018543.2559,733.1975,733.1975,730.1965,0,5013241.8535,76150.0013,5089391.8548,0.832965991992415,0.0548422650073299,6837.50538361083,0.0126525635959083,0.845618555588323,465.462950093363,450.179582170079,"High Risk >= 0.75"," 0.05 >= Moderate Risk < 0.10","Profitable < 1.00","0.01 >= Medium Exposure < 0.05"
"183","Chatham-Kent",2022,"BI",80205.3335,79744.0749,28888010,28929102.4498,64.8402,64.8402,5.0346,0,10317537.3152,795030.3224,11112567.6372,0.356649064142373,0.000813103670477215,159122.539955151,0.0274820251952026,0.384131089337576,360.17567335469,362.774318795189,"Low Risk < 0.50","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"184","Chatham-Kent",2022,"CL",57265.9998,57009.9125,16212281,15905130.4314,1246.5914,1246.5914,1244.5908,0,12648319.6223,181827.4248,12830147.0474,0.795235202682124,0.021866221948683,10146.3235044779,0.0114319983469633,0.806667201029087,283.104827587416,278.988858848012,"High Risk >= 0.75","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"185","Chatham-Kent",2022,"CM",61294.0001,61112.178,7787775,7463615.7217,1716.7134,1716.7134,1714.7091,0,6600894.6444,141746.9844,6742641.6286,0.884409767401115,0.0280911833971946,3845.07667057297,0.018991731311659,0.903401498712774,127.056073796691,122.129761464237,"High Risk >= 0.75","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"186","Chatham-Kent",2022,"DC",80159.5834,79719.0047,19762568,19266878.3327,1361.4921,2426.8749,2419.8726,0,12406605.061,160674.9423,12567280.0045,0.64393436480799,0.017078638965998,9112.50609606916,0.00833943825904067,0.652273803067031,246.540303252125,241.684883111693,"0.50 >= Moderate Risk < 0.75","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"187","Chatham-Kent",2022,"PD",80181.9167,79717.6716,1241817,1224225.5112,53.573,53.573,50.4067,0,789496.2767,17187.5369,806683.8136,0.644894481839483,0.000672034179181922,14736.8315513412,0.0140395186530238,0.658934000492507,15.4874945761929,15.357015409868,"0.50 >= Moderate Risk < 0.75","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"188","Chatham-Kent",2022,"SP",61.3334,75.4195,5150,6828.9191,2,2,2,0,9015.0768,0,9015.0768,1.32013231786565,0.0265183407474194,4507.5384,0,1.32013231786565,83.9673000355434,90.5458018151804,"High Risk >= 0.75","Low Risk < 0.05","Unprofitable >= 1.10","Low Exposure < 0.01"
"189","Chatham-Kent",2022,"UA",80166.4999,79706.4068,1296458,1291562.5384,21.4836,26.3691,20.5023,0,1276861.6338,17556.5728,1294418.2066,0.988617736917167,0.000269534167484263,59434.2490923309,0.0135932812217899,1.00221101813896,16.172066905967,16.2039990290969,"High Risk >= 0.75","Low Risk < 0.05"," 1.00 >= Break-even < 1.10","High Exposure >= 0.05"
"190","Chatham-Kent",2022,"UM",78090.7501,77712.9721,1490696,1461023.0854,5.4519,5.4519,0.9383,0,1546544.9055,52425.2549,1598970.1604,1.05853557069332,7.01543108270852e-05,283670.813019314,0.0358825643645781,1.0944181350579,19.0892775148282,18.8002471906489,"High Risk >= 0.75","Low Risk < 0.05"," 1.00 >= Break-even < 1.10","High Exposure >= 0.05"
"191","Chatham-Kent",2023,"AB",81017.5001,80580.1974,27619118,27125656.9797,525.1959,884.9928,348.7868,0,19622265.1661,4675668.8329,24297933.9976,0.723383960093011,0.00651767949131383,37361.8018840208,0.172370712952653,0.895754673045664,340.903113104079,336.629319050291,"0.50 >= Moderate Risk < 0.75","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"192","Chatham-Kent",2023,"AP",14174.9166,13910.7837,7605369,6924604.1374,889.8191,889.8191,809.1345,0,7094134.7461,111418.0115,7205552.7579,1.0244823538409,0.0639661372924661,7972.55840664692,0.0160901633204168,1.04057251716132,536.537125022661,497.786773681198,"High Risk >= 0.75"," 0.05 >= Moderate Risk < 0.10"," 1.00 >= Break-even < 1.10","0.01 >= Medium Exposure < 0.05"
"193","Chatham-Kent",2023,"BI",80919.2502,80518.4686,28857918,28699678.0607,104.6849,104.6849,2.8029,0,29443434.4967,1996541.8821,31439976.377,1.02591514909773,0.00130013525865791,281257.702846351,0.0695666995942359,1.09548184869197,356.626117131273,356.435965061313,"High Risk >= 0.75","Low Risk < 0.05"," 1.00 >= Break-even < 1.10","High Exposure >= 0.05"
"194","Chatham-Kent",2023,"CL",57420.9166,57367.4572,18527039,17170677.3657,1357.6651,1357.6651,1135.0083,0,14017936.0342,177070.9336,14195006.9668,0.816388062954471,0.0236661195434683,10325.0323177638,0.010312402349002,0.826700465303473,322.653139256924,299.310414018141,"High Risk >= 0.75","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"195","Chatham-Kent",2023,"CM",61145.6665,61240.6435,9582066,8507543.5209,2246.651,2246.651,2090.238,0,10385648.9184,151619.9726,10537268.8908,1.22075765970355,0.0366856203919542,4622.72463253082,0.0178218274437884,1.23857948714734,156.708832342191,138.919891018128,"High Risk >= 0.75","Low Risk < 0.05","Unprofitable >= 1.10","High Exposure >= 0.05"
"196","Chatham-Kent",2023,"DC",80884.5,80477.0117,22000589,20714034.1956,1482.9714,2579.8684,2185.428,0,14510480.8499,177610.6241,14688091.4755,0.700514477908039,0.0184272672241879,9784.73411550621,0.00857441010393463,0.709088888011974,272.000061816541,257.39069776618,"0.50 >= Moderate Risk < 0.75","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"197","Chatham-Kent",2023,"PD",80861.3332,80489.6815,1319543,1280014.8292,80.1891,80.1891,43.5401,0,768802.2481,10725.7857,779528.0338,0.600619797960072,0.000996265589645798,9587.36596495035,0.00837942299989098,0.608999220959963,16.3185907006539,15.9028437601657,"0.50 >= Moderate Risk < 0.75","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"198","Chatham-Kent",2023,"SP",44.5832,57.121,7520,6282.0713,3.0843,3.0843,3.0843,0,9887.3603,0,9887.3603,1.57390131818466,0.0539959034330631,3205.70641636676,0,1.57390131818466,168.67340164008,109.978314455279,"High Risk >= 0.75"," 0.05 >= Moderate Risk < 0.10","Unprofitable >= 1.10","Low Exposure < 0.01"
"199","Chatham-Kent",2023,"UA",80882.3334,80481.6513,1331381,1311440.3579,15.0296,18.105,13.9002,0,501178.6427,36597.1196,537775.7623,0.382158929059141,0.000186745671308064,33346.1065297812,0.0279060495428116,0.410064978601952,16.4607145223632,16.2948987342659,"Low Risk < 0.50","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"200","Chatham-Kent",2023,"UM",77323.3335,77990.0874,1495744,1504395.3656,1.0755,1.0755,0,0,48739,0,48739,0.0323977334113638,1.37902140625117e-05,45317.5267317527,0,0.0323977334113638,19.3440185814027,19.2895714795673,"Low Risk < 0.50","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"201","Cochrane",2019,"AB",45639,45680.4643,12916589,12315170.6773,184.4825,302.1551,207.4206,0,7491834.5855,691283.5697,8183118.1556,0.608341920856149,0.00403854257672245,40610.0014120581,0.0561326828359928,0.664474603692142,283.016477135783,269.593815781334,"0.50 >= Moderate Risk < 0.75","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"202","Cochrane",2019,"AP",8593.9169,8104.7266,4349055,3866725.5077,448,448,448,0,3127220.0575,104097.728,3231317.7855,0.808751500791203,0.0552763864977259,6980.4019140625,0.0269214165300084,0.835672917321211,506.062026268837,477.095119741609,"High Risk >= 0.75"," 0.05 >= Moderate Risk < 0.10","Profitable < 1.00","0.01 >= Medium Exposure < 0.05"
"203","Cochrane",2019,"BI",45615.6667,45668.5335,15969833,16418072.0747,26.1918,26.1918,17.7796,0,6373526.1478,1003882.341,7377408.4879,0.388201861875214,0.000573519620462523,243340.516795333,0.0611449588254012,0.449346820700615,350.09535441033,359.505130041016,"Low Risk < 0.50","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"204","Cochrane",2019,"CL",29133.2496,29446.4032,8730776,8221227.0403,730,730,730,0,6414687.419,226784.019,6641471.438,0.780259125256553,0.0247908036523795,8787.24303972603,0.0275851789384136,0.807844304194967,299.684248062736,279.192911421521,"High Risk >= 0.75","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"205","Cochrane",2019,"CM",32266.5,32614.153,4121309,3945674.8254,835,835,835,0,2680294.596,75840.982,2756135.578,0.679299413815298,0.0256023818861707,3209.93364790419,0.0192212955593246,0.698520709374623,127.727178342863,120.98044751921,"0.50 >= Moderate Risk < 0.75","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"206","Cochrane",2019,"DC",45646.1666,45673.8134,9832929,9038120.4192,831,1494,1494,0,6438164.4395,210100.4675,6648264.9075,0.71233443911891,0.018194232934358,7747.49030024067,0.0232460354316232,0.735580474550533,215.416314937605,197.884077251145,"0.50 >= Moderate Risk < 0.75","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"207","Cochrane",2019,"PD",45626.0002,45663.982,616174,622028.6662,54,54,54,0,395327.0545,6979.8645,402306.919,0.635544752165636,0.0011825512720288,7320.87137962963,0.0112211299563416,0.646765882121977,13.50488750491,13.6218664898738,"0.50 >= Moderate Risk < 0.75","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"208","Cochrane",2019,"SP",254.6667,282.7711,10125,10828.6886,0,0,0,0,0,0,0,0,0,NA,0,0,39.7578481992345,38.2948915217998,"Low Risk < 0.50","Low Risk < 0.05","Profitable < 1.00","Low Exposure < 0.01"
"209","Cochrane",2019,"UA",45630,45663.7374,579676,571686.3127,2.9739,4.9583,2.9739,0,185354.8783,20728.5381,206083.4164,0.324224796330339,6.51260752914193e-05,62327.2061266351,0.036258587339798,0.360483383670137,12.7038351961429,12.5194814364888,"Low Risk < 0.50","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"210","Cochrane",2019,"UM",44656.6668,44684.2755,852813,842562.6648,1.3866,1.3866,0.6624,0,325345.7,42406.1061,367751.8061,0.386138282162345,3.10310502852396e-05,234635.583441512,0.0503299135739251,0.43646819573627,19.0971037721965,18.8559097215306,"Low Risk < 0.50","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"211","Cochrane",2020,"AB",46312.75,45868.6812,13605192,13292970.97,123.2144,181.8258,121.2196,0,2915294.7613,348285.3827,3263580.144,0.21931100036849,0.0026862424812859,23660.3413342921,0.0262007179197202,0.24551171828821,293.767742144442,289.804952360392,"Low Risk < 0.50","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"212","Cochrane",2020,"AP",9372.3338,8919.8643,5260456,4800905.6492,341,341,341,0,2344714.6816,49437.562,2394152.2436,0.488390077399399,0.0382292811337948,6875.99613372434,0.0102975491735061,0.498687626572905,561.274930263367,538.226310146893,"Low Risk < 0.50","Low Risk < 0.05","Profitable < 1.00","0.01 >= Medium Exposure < 0.05"
"213","Cochrane",2020,"BI",46316.2502,45854.177,14896342,15275413.1488,26.1356,26.1356,9.9392,0,2952261.3578,600313.6883,3552575.0461,0.193268838560476,0.000569972066012656,112959.387111832,0.0392993421815998,0.232568180742076,321.622366570599,333.130243484688,"Low Risk < 0.50","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"214","Cochrane",2020,"CL",28965.8328,28990.0497,9734499,9238535.7569,558,558,558,0,5331707.4652,126443.694,5458151.1592,0.577116071799354,0.0192479835589933,9555.03129964158,0.0136865513461441,0.590802623145498,336.068328061329,318.679541860185,"0.50 >= Moderate Risk < 0.75","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"215","Cochrane",2020,"CM",32080.8334,32147.6038,4569125,4353052.0573,658,658,658,0,2233225.1208,47214.4888,2280439.6096,0.513025135331179,0.0204680885111568,3393.95915015198,0.0108462954677562,0.523871430798935,142.425383500168,135.408289973388,"0.50 >= Moderate Risk < 0.75","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"216","Cochrane",2020,"DC",46310.2498,45872.0935,10920840,10358900.2682,572,1026,1026,0,4426757.7524,97612.8185,4524370.5706,0.427338582068346,0.0124694548767433,7739.08697972028,0.00942308700467502,0.436761669073021,235.819069151296,225.821397669587,"Low Risk < 0.50","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"217","Cochrane",2020,"PD",46237.2502,45803.4205,638288,621805.9763,45,45,44,0,654244.9928,7642.3548,661887.3476,1.05216903300452,0.00098245937767901,14538.7776177778,0.0122905779154378,1.06445961091995,13.8046271618462,13.5755358336175,"High Risk >= 0.75","Low Risk < 0.05"," 1.00 >= Break-even < 1.10","High Exposure >= 0.05"
"218","Cochrane",2020,"SP",223.5833,239.2522,10371,10111.3475,0,0,0,0,0,0,0,0,0,NA,0,0,46.3853964048299,42.2622968566224,"Low Risk < 0.50","Low Risk < 0.05","Profitable < 1.00","Low Exposure < 0.01"
"219","Cochrane",2020,"UA",46188.7501,45768.9388,591564,584213.2436,1.9766,1.9766,1.9766,0,15047.6931,1392.6512,16440.3443,0.0257571927114731,4.31864939809354e-05,7612.91768693716,0.00238380628179241,0.0281409989932655,12.8075342744553,12.7644043955854,"Low Risk < 0.50","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
"220","Cochrane",2020,"UM",45304.2501,44884.5912,880250,866228.7405,0.5466,0.5466,0,0,362643.5719,31972.1855,394615.7574,0.418646432454639,1.2177898592513e-05,663453.296560556,0.0369096336858382,0.455556066140477,19.4297444071368,19.2990226120184,"Low Risk < 0.50","Low Risk < 0.05","Profitable < 1.00","High Exposure >= 0.05"
